RegionName,RegionCode,Date,C1M_School closing,C2M_Workplace closing,H6M_Facial Coverings,ConfirmedCases,ConfirmedDeaths,daily_cases,daily_deaths,cases_14d_avg,deaths_14d_avg
Australian Capital Territory,AUS_ACT,2020-06-05,1.0,1.0,0.0,107.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-06-06,1.0,1.0,0.0,108.0,3.0,1.0,0.0,0.07142857142857142,0.0
Australian Capital Territory,AUS_ACT,2020-06-07,1.0,1.0,0.0,108.0,3.0,0.0,0.0,0.07142857142857142,0.0
Australian Capital Territory,AUS_ACT,2020-06-08,1.0,1.0,0.0,108.0,3.0,0.0,0.0,0.07142857142857142,0.0
Australian Capital Territory,AUS_ACT,2020-06-09,1.0,1.0,0.0,108.0,3.0,0.0,0.0,0.07142857142857142,0.0
Australian Capital Territory,AUS_ACT,2020-06-10,1.0,1.0,0.0,108.0,3.0,0.0,0.0,0.07142857142857142,0.0
Australian Capital Territory,AUS_ACT,2020-06-11,1.0,1.0,0.0,108.0,3.0,0.0,0.0,0.07142857142857142,0.0
Australian Capital Territory,AUS_ACT,2020-06-12,1.0,1.0,0.0,108.0,3.0,0.0,0.0,0.07142857142857142,0.0
Australian Capital Territory,AUS_ACT,2020-06-13,1.0,1.0,0.0,108.0,3.0,0.0,0.0,0.07142857142857142,0.0
Australian Capital Territory,AUS_ACT,2020-06-14,1.0,1.0,0.0,108.0,3.0,0.0,0.0,0.07142857142857142,0.0
Australian Capital Territory,AUS_ACT,2020-06-15,1.0,1.0,0.0,108.0,3.0,0.0,0.0,0.07142857142857142,0.0
Australian Capital Territory,AUS_ACT,2020-06-16,1.0,1.0,0.0,108.0,3.0,0.0,0.0,0.07142857142857142,0.0
Australian Capital Territory,AUS_ACT,2020-06-17,1.0,1.0,0.0,108.0,3.0,0.0,0.0,0.07142857142857142,0.0
Australian Capital Territory,AUS_ACT,2020-06-18,1.0,1.0,0.0,108.0,3.0,0.0,0.0,0.07142857142857142,0.0
Australian Capital Territory,AUS_ACT,2020-06-19,1.0,1.0,0.0,108.0,3.0,0.0,0.0,0.07142857142857142,0.0
Australian Capital Territory,AUS_ACT,2020-06-20,1.0,1.0,0.0,108.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-06-21,1.0,1.0,0.0,108.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-06-22,1.0,1.0,0.0,108.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-06-23,1.0,2.0,0.0,108.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-06-24,1.0,2.0,0.0,108.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-06-25,1.0,2.0,0.0,108.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-06-26,1.0,2.0,0.0,108.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-06-27,1.0,2.0,0.0,108.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-06-28,1.0,2.0,0.0,108.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-06-29,1.0,2.0,0.0,108.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-06-30,1.0,2.0,0.0,108.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-07-01,1.0,2.0,0.0,108.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-07-02,1.0,2.0,0.0,108.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-07-03,1.0,2.0,0.0,108.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-07-04,1.0,2.0,0.0,108.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-07-05,1.0,2.0,0.0,108.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-07-06,1.0,2.0,0.0,108.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-07-07,1.0,2.0,0.0,111.0,3.0,3.0,0.0,0.21428571428571427,0.0
Australian Capital Territory,AUS_ACT,2020-07-08,1.0,2.0,0.0,112.0,3.0,1.0,0.0,0.2857142857142857,0.0
Australian Capital Territory,AUS_ACT,2020-07-09,1.0,2.0,0.0,113.0,3.0,1.0,0.0,0.35714285714285715,0.0
Australian Capital Territory,AUS_ACT,2020-07-10,1.0,2.0,0.0,113.0,3.0,0.0,0.0,0.35714285714285715,0.0
Australian Capital Territory,AUS_ACT,2020-07-11,1.0,2.0,0.0,113.0,3.0,0.0,0.0,0.35714285714285715,0.0
Australian Capital Territory,AUS_ACT,2020-07-12,1.0,2.0,0.0,113.0,3.0,0.0,0.0,0.35714285714285715,0.0
Australian Capital Territory,AUS_ACT,2020-07-13,1.0,2.0,0.0,113.0,3.0,0.0,0.0,0.35714285714285715,0.0
Australian Capital Territory,AUS_ACT,2020-07-14,1.0,2.0,0.0,113.0,3.0,0.0,0.0,0.35714285714285715,0.0
Australian Capital Territory,AUS_ACT,2020-07-15,1.0,1.0,0.0,113.0,3.0,0.0,0.0,0.35714285714285715,0.0
Australian Capital Territory,AUS_ACT,2020-07-16,1.0,1.0,0.0,113.0,3.0,0.0,0.0,0.35714285714285715,0.0
Australian Capital Territory,AUS_ACT,2020-07-17,1.0,1.0,0.0,113.0,3.0,0.0,0.0,0.35714285714285715,0.0
Australian Capital Territory,AUS_ACT,2020-07-18,1.0,1.0,0.0,113.0,3.0,0.0,0.0,0.35714285714285715,0.0
Australian Capital Territory,AUS_ACT,2020-07-19,1.0,1.0,0.0,113.0,3.0,0.0,0.0,0.35714285714285715,0.0
Australian Capital Territory,AUS_ACT,2020-07-20,1.0,1.0,0.0,113.0,3.0,0.0,0.0,0.35714285714285715,0.0
Australian Capital Territory,AUS_ACT,2020-07-21,1.0,1.0,0.0,113.0,3.0,0.0,0.0,0.14285714285714285,0.0
Australian Capital Territory,AUS_ACT,2020-07-22,1.0,1.0,0.0,113.0,3.0,0.0,0.0,0.07142857142857142,0.0
Australian Capital Territory,AUS_ACT,2020-07-23,1.0,2.0,0.0,113.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-07-24,1.0,2.0,0.0,113.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-07-25,1.0,2.0,0.0,113.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-07-26,1.0,2.0,0.0,113.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-07-27,1.0,2.0,0.0,113.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-07-28,1.0,2.0,0.0,113.0,3.0,0.0,0.0,0.0,0.0
Australian Capital Territory,AUS_ACT,2020-07-29,1.0,2.0,0.0,113.0,3.0,0.0,0.0,0.0,0.0
